brand,platform,tone_text
hera,youtube,"나다운 아름다움을 추구하는 인물을 발굴하는 
리얼 휴먼다큐 쑈😎 헤라추천의 게스트는 바로..... 

2024 파리 올림픽에도 출전한 아티스틱 스위밍 국가대표 허윤서 선수🏊‍♀️
(구.싱크로나이즈드)
우아하게 물 위를 누비는 그녀지만, 
물속에서는 누구보다 치열하게 경기에 임한다고 하는데요.

이번 영상에서는
✔️물속에서도 번지지 않는 아이라인 & 아이 메이크업 비법
✔️경기 전 필수 피부 & 글로우 쿠션 활용법
✔️헤라 제품으로 완성한 국가대표의 메이크업 루틴
✔️머리 장식 & 수영복 매칭까지 세심하게 준비하는 과정

💡 아이라인 번짐 때문에 고민이라면?
국가대표가 직접 시범 보여주는 방수 메이크업 꿀팁까지 확인해 보세요!

✨ 앞으로도 윤서 선수의 경기와 뷰티 루틴을 함께 응원해주세요.
"
hera,youtube,"배우이자 그리고 종합 예술인으로 활동 중인 
우아청순 안소현 님이 수석살롱에 찾아왔어요!

👉 “메이크업은 아직도 너무 어려워요…” 고민을 듣고,
수석 메이크업 아티스트 동현쌤이 하나씩 맞춤으로 알려 드렸습니다. 

✔️ 민낯처럼 자연스럽지만 확 달라지는 베이스 꿀팁
✔️ 눈매를 또렷하게 살리는 아이라인 & 속눈썹 비법
✔️ 톤업, 파운데이션, 컨실러, 블러셔, 립까지 전 과정 공개!

배우 안소현 님의 첫 본격 메이크업 도전기,
그리고 수석 동현쌤의 디테일한 꿀팁까지 ✨
처음 메이크업을 시작하는 분들도 쉽게 따라 할 수 있는 튜토리얼❤️

끝까지 보시면 “민낯 같은데 훨씬 예쁘다!” 는 말이 절로 나올 거예요 😉"
hera,youtube,"제주의 바다는 왜 매일 쓰레기와 싸워야 할까요? 🌊
누군가의 발자국, 누군가의 소비가 흘러들어와
아름다운 해변을 가득 메우고 있다는 사실, 알고 계셨나요?😢

이번 헤라추천에서는 바다를 지키는 사람,
제주 해양 환경 단체 ‘디프다 제주’ 변수빈 대표님을 만났습니다.
퇴근 후 바다에 나가 친구들과 쓰레기를 줍던 작은 습관이
지금은 많은 이들이 함께하는 큰 움직임이 되었죠.

그리고 궁금해하실 그분의 일상도 살짝 공개해요 :)
수빈님이 실제로 사용하는 제로 웨이스트 뷰티 아이템과
공병을 다시 쓰는 똑똑한 소비 습관까지! ♻️

우리가 할 수 있는 변화는 거창하지 않아도 돼요.
공병 하나를 모으는 일, 플라스틱 줄이는 선택,
그리고 오늘 이 영상을 끝까지 보는 마음이 모이면
제주의 바다는 더 오래 빛날 거예요. ✨
"
hera,youtube,"LET YOUR GLOW SPEAK 
내 안에서 깨어나는 맑고 투명한 빛 

REFLECTION SKIN GLOW FOUNDATION 
Now available on Worldwide Shipping
Global Amoremall : https://global.amoremall.com/blogs/br...
[KR] NAVER : https://brand.naver.com/hera/shopping...


#HERA #헤라 #리플렉션파운데이션 #felix"
hera,youtube,"오늘 당진 해나루 시민학교 난리 났습니다💄🔥
파운데이션 반쪽만 발랐는데… “어? 이게 누구세요?” 소리 나옴... 
립스틱 하나로 볼까지 살리는 꿀팁은 덤✨

이번 현장에서는
⚡ 피부를 화사하게 만드는 파운데이션 사용법
⚡ 립스틱·볼터치·눈썹까지 완성하는 초간단 메이크업
⚡ 문신 눈썹도 자연스럽게 살리는 비밀
⚡ 그리고… 갑자기 모델 데뷔해버린 할머니까지👑

웃음이 멈추지 않았던 하루,
그리고 거울 속 자신을 보며 환하게 웃는 그 미소는… 잊기 힘들 거예요💖

아모레퍼시픽 헤라 아티스트와 함께하는 유쾌하고 따뜻한 현장,
끝까지 보시고 ‘좋아요’와 ‘구독’도 잊지 마시기....💖"
hera,youtube,"“저 메이크업 진짜 못해요…”
쌩얼파 배우의 첫 풀메이크업 도전기, 그 놀라운 결과는?

👑 HERA 수석 아티스트 동현쌤의 디테일한 여름 메이크업 팁과
광채 피부, 음영 아이, 자연스러운 쉐딩까지 –
얇고 가벼운데 고급스러운 여름 메이크업의 정석을 만나보세요.

📌 사용 제품
✅ 헤라 리바이탈라이징 세럼 미스트, 리쥬브네이트 앰플 크림
✅ 헤라 리플렉션 스킨 글로우 쿠션 (00N1 다이아, 21C1)
✅ 헤라 쿼드 아이 컬러 섀도우 (03 누디토프, 04 라벤더 문)
✅ 헤라 리치 롱 래시 워터프루프 마스카라 
✅ 헤라 센슈얼 틴티드 샤인 스틱 (105 보이시)
✅ 헤라 센슈얼 누드 글로스 (18 이노센트)
"
hera,youtube,"요즘 대학생들, 진짜 뭘 쓰는지 궁금해서
헤라팀 직접 캠퍼스에 다녀왔습니다. 🎒
이번에는 좀 멀리...😚
(※기획부터 촬영, 선물까지 전부 다 직접 함)

파우치만 보면 다 보인다고 하죠?
쿠션계 양강 체제인 ‘그 브랜드들’ 사이에서
우리가 발견한 의외의 반응들…!
그리고 헤라를 기억해준 반가운 순간들까지 🖤

이 콘텐츠는 브랜드보다 사람,
세일즈보다 진심이 먼저인 순간을 담고 싶었어요...👀

혹시 이 영상에서 내가 쓴 제품이 나온다면,
댓글로도 알려주세요!
헤라가 다음엔 당신의 학교로 찾아갈지도…?

🎥 출연 : 전북대학교 학생 여러분
📍 촬영 장소 : 전북대학교 캠퍼스 일대
(구정문, 인문대 앞, 본관, 중앙도서관 인근 등)
🎁 기획 및 제작 : 헤라 공식 유튜브팀"
hera,youtube,"요즘 대학생들, 진짜 뭘 쓰는지 궁금해서
헤라팀 직접 캠퍼스에 다녀왔습니다. 🎒
이번에는 좀 멀리...😚
(※기획부터 촬영, 선물까지 전부 다 직접 함)

파우치만 보면 다 보인다고 하죠?
쿠션계 양강 체제인 ‘그 브랜드들’ 사이에서
우리가 발견한 의외의 반응들…!
그리고 헤라를 기억해준 반가운 순간들까지 🖤

이 콘텐츠는 브랜드보다 사람,
세일즈보다 진심이 먼저인 순간을 담고 싶었어요...👀

혹시 이 영상에서 내가 쓴 제품이 나온다면,
댓글로도 알려주세요!
헤라가 다음엔 당신의 학교로 찾아갈지도…?

🎥 출연 : 전북대학교 학생 여러분
📍 촬영 장소 : 전북대학교 캠퍼스 일대
(구정문, 인문대 앞, 본관, 중앙도서관 인근 등)
🎁 기획 및 제작 : 헤라 공식 유튜브팀"
sulwhasoo,instagram,Happy New Year
sulwhasoo,instagram,"한 해의 마지막
설화수와 함께했던 아름다움의 기록

The final moments of the year,
a collection of beautiful memories shared with Sulwhasoo"
sulwhasoo,instagram,"Ready, Set, Go!

역동적인 도약
새해도 힘차게

A dynamic leap forward
A powerful new year ahead
"
sulwhasoo,instagram,"작은 점들이 모여 현대적이면서도 환상적인 이미지로 구현된
윤조에센스 붉은 말의 해 에디션

타투이스트 판타(@panta_choi)의 점묘법과
한국 고유의 천마도에서 받은 영감이 어우러져
독창적인 스타일로 완성되었습니다.

역동적이고 힘찬 말의 모습을 통해
새로운 한 해 역시 힘차고 찬란하게 빛나기를 기원합니다.

백화점을 비롯한 플래그십 스토어 등 오프라인 매장과
아모레몰, 네이버 공식스토어 등의 온라인 채널에서 만나보세요.

The First Care Activating Serum Year of the Red Horse Edition features a modern yet fantastical design of countless tiny dots

Drawing inspiration from Korea’s iconic Cheonmado painting and the dotwork of tattoo artist Panta (@panta_choi), this edition captures a look that feels both bold and uniquely its own.

Through the dynamic image of the horse, we wish you a bright and strong new year.

Available at offline stores including department stores and flagship stores, as well as online at Amore Mall and the Naver Official Store."
sulwhasoo,instagram,"윤조에센스 붉은 말의 해 에디션
HAPPY NEW YEAR FROM SULWHASOO

어두운 밤하늘을 힘차게 달려나가며
별빛으로 길을 밝히는
2026 병오년 “붉은 말의 해”를 맞이해
윤조에센스 리미티트 120ml 대용량 에디션을 선보입니다.

역동적이고 힘찬 말의 모습을 통해
새로운 한 해 역시 힘차고 찬란하게 빛나기를 기원합니다.

First Care Activating Serum
Year of the Red Horse Edition
HAPPY NEW YEAR from Sulwhasoo

The red horse charges across the night sky, lighting its path with starlight.
Sulwhasoo celebrates 2026, the Year of the Red Horse,
with the First Care Activating Serum 2026 Limited Edition (120ml).

Wishing you a new year that shines with the horse’s strength and spirited energy.
"
sulwhasoo,instagram,"The Art of Holiday Elegance, crafted by Sulwhasoo"
sulwhasoo,instagram,"나만의 취향으로 물든 시간.
고요한 밤은
내 안의 결을 더 선명히 드러냅니다.

A moment that feels like me.
In the quiet night,
I see myself more clearly."
sulwhasoo,instagram,"따뜻한 조명 아래, 나를 위한 작은 휴식

설화수가 전하는 연말의 리추얼로
하루의 끝을 아름답게 마무리하세요.

Under the gentle glow of warm light,
take a quiet moment for yourself.

End the day beautifully with
Sulwhasoo’s year-end ritual."
sulwhasoo,instagram,"NEW 퍼펙팅 틴티드 크림

실크유약™이 피부를 매끄럽게 코팅해
끈적임, 다크닝 없이
오랜시간 도자기 광채 피부를 연출해 줍니다

피부 톤&결을 보정하여
하루 종일 자연스럽게 커버되는 피부결을 만나보세요

NEW Perfecting Tinted Cream

Silk Glaze™ effortlessly glides over the skin
delivering a long-lasting porcelain glow
without stickiness or darkening

It evens out tone and texture
for natural coverage that lasts all day"
sulwhasoo,instagram,A holiday gift wrapped in Jihambo’s heartfelt craft.
sulwhasoo,youtube,"다양한 피부 건강을 위한 연구에 집중하는
뉴욕의 피부과 전문의 제인 유(Jane Yoo)가 말하는 피부 장수 이야기.

피부 장수에 투자한다는 것은
표면적인 노화 신호를 관리하는 것에 그치지 않고,
가장 근본적인 피부 건강을 지켜내는 것이 더 중요하다고
글로벌 고객에게 전하는 제인 유의 메시지를 만나보세요.

Jane Yoo, a New York-based dermatologist specializing in diverse skin health research, shares her insights on skin longevity.

Discover Jane Yoo’s message for a global audience,
caring for skin longevity goes beyond managing visible signs of aging, it is about supporting the skin’s fundamental health.

#설화수 #스킨롱제비티
#Sulwhasoo #SkinLongevity"
sulwhasoo,youtube,"피부 장수에 대한 진보된 통찰,
감각적 해석이 만났던 이틀 간의 여정.

설화수가 제시하는 SKIN LONGEVITY에 대한 특별한 철학을
다시 한번 만나보세요.

A two-day journey into progressive insights on skin longevity, experienced through sensory interpretations.

Rediscover Sulwhasoo’s unique philosophy on SKIN LONGEVITY.

#설화수 #스킨롱제비티 #NBRI심포지엄
#Sulwhasoo #SkinLongevity
#SkinLongevitySymposium"
sulwhasoo,youtube,"인삼으로 실현하는 피부 장수는
무엇이, 어떻게 다를까요?

인삼이 가진 생명력에 주목해
단순히 노화를 늦추거나 감추는 것이 아닌
피부가 스스로의 힘을 되찾도록 돕는
독보적인 피부 장수 과학에 대한 놀라운 이야기를 만나보세요.

What makes skin longevity achieved through ginseng different?

By harnessing the vitality of ginseng,
we reveal the remarkable science of skin longevity, a science that not only slows visible signs of aging but also helps skin restore its natural strength.

#설화수 #스킨롱제비티
#Sulwhasoo #SkinLongevity
#SulwhasooRandIcenter"
sulwhasoo,youtube,"정성과 복을 가득 담은 조각보 에디션으로
시간이 흘러도 건강하게 빛나는 아름다움을 선물하세요

#설화수 #설화수세트 #설선물세트"
sulwhasoo,youtube,"눈처럼 고요한 계절,
차가운 겨울 끝에 마주한 한 송이 꽃.
그 순간, 겨울은 따뜻함으로 물듭니다.
당신의 연말을 밝혀줄 unexpected delight.

A season serene beneath the snow.
At winter’s edge, a single blossom unfolds.
In that moment, the cold turns warm.

Discover your unexpected delight this holiday.

#설화수 #홀리데이
#Sulwhasoo #SulwhasooHoliday
#UnexpectedDelight"
sulwhasoo,youtube,"“이렇게 3단계로 바르고 있어요
탄력은 미리 관리할수록 더 오래 좋아지니까요.”

임윤아의 3단계 피부 탄력 비법:

1. 설화수 윤조에센스
2. 설화수 자음생캡슐세럼
3. 설화수 자음생크림

밀도 높은 피부를 위한
자생력 루틴을 경험해 보세요.

“The earlier you care, The longer it lasts.”

YOONA LIM’s 3-step secret routine for firm and resilient skin:

1. Sulwhasoo First Care Activating Serum
2. Sulwhasoo Concentrated Ginseng Rejuvenating Serum
3. Sulwhasoo Concentrated Ginseng Rejuvenating Cream

Experience the rejuvenating routine for firmer-looking skin.

#설화수 #임윤아
#Sulwhasoo #LIMYOONA"
sulwhasoo,youtube,"설화수는 우리의 전통이
한순간에 머무르지 않는다고 믿습니다.
젊은 시선으로 다시 해석될 때,
전통은 오늘의 감각 속에서 살아 숨 쉽니다.

한국 전통문화를 대학생들의 시각으로 재해석하는
⠀⠀⠀⠀⠀⠀⠀
컬처프로젝트 시즌 2,
이번 주제는 ‘민화’입니다.

전통이 오늘의 언어로 다시 빛나는 순간,
지금 바로 함께 하세요.

Sulwhasoo believes that tradition does not remain fixed in time. When reinterpreted through a youthful perspective, it continues to live within today’s sensibilities.

Season 2 of the Culture Project reinterprets traditional Korean culture through the perspectives of university students.
This week’s theme is ‘Minwha‘.

Join us as tradition finds new meaning in today’s language.

#설화수 #sulwhasoo
#컬처프로젝트 #CultureProject"
sulwhasoo,youtube,"설화수 컬처프로젝트 시즌 2

산을 품은 자리 (Where the Mountain Holds You)

민화 속 산은 풍경이 아니라 삶을 감싸는 배경이었습니다.
그 산의 품을 오늘의 공간에 옮겨와,
앉는 방식마다 새롭게 피어나는
민화의 자유로운 아름다움이 스며듭니다.

지금, 설화수 북촌 플래그십 스토어에서 만나보세요
전시기간: 9/2~14
전시장소: 서울시 종로구 북촌로 47

Sulwhasoo Culture Project Season 2

Where the Mountain Holds You

In Minwha paintings, mountains are more than just scenery, they are backgrounds that hold everyday life.

Now, that feeling comes into today’s spaces, as the bright and free spirit of Minwha fills each moment you spend here.

Experience it at Sulwhasoo’s Bukchon Flagship Store
Exhibition Period: 9/2~14
Location: 47 Bukchon-ro, Jongno-gu, Seoul

#설화수 #sulwhasoo
#컬처프로젝트 #CultureProject"
sulwhasoo,youtube,"설화수 자음생크림만의
Longevity-

주름(-36.6%*), 탄력(+59.2%**),
리프팅(+103.5%**)까지.
자음생의 놀라운 피부 자생력을
경험해 보세요.

스스로 탄력을 채워
모든 피부 시간을 밀도 있게 

*인체 적용 시험 결과
**자가 스코어링 결과(4주 사용 후)

The Longevity of Sulwhasoo
Concentrated Ginseng Rejuvenating Cream

Experience the self-rejuvenating power of Ginseng Cream, which visibly improves wrinkles(-36.6%*) and leaves your skin feeling firmer(+59.2%**) and lifted(+103.5%**).

Resilient and rejuvenated,
every hour, every moment

*Clinical Testing Results
**Based on consumer Self-assessment Results in a 4-week

#설화수 #임윤아 #자음생크림
#Sulwhasoo #YOONA
#SkinLongevity
#ConcentratedGinsengRejuvenatingCream"
sulwhasoo,youtube,"4년,
설화수의 인삼이
땅의 기운을 온전히 담는 데 걸리는 시간

이 고려인삼의 뿌리에는
강력한 항노화 성분인 사포닌이
풍부하게 담겨있습니다.

60년간의 집요한 연구 끝에
설화수는 인삼의 신비로운 힘을
피부에 전달할 수 있게 되었습니다.

인삼 속 궁극의 자생력을 온전히 담아낸
단 한 병의 인삼크림

설화수 자음생크림

It takes four patient years in the soil
to awaken Korean Ginseng’s powerful energy

Through 60 years of devoted research,
Sulwhasoo unlocked Korean Ginseng‘s potential
to preserve skin’s vitality.

Its rejuvenating power,
now captured in every jar
of Concentrated Ginseng Rejuvenating Cream.

#설화수 #Sulwhasoo
#자음생크림
#ConcentratedGinsengRejuvenatingCream"
iope,instagram,"지금 여러분의 모공은 어떤 단계에 있나요?

탄력 저하의 첫 시그널 모공,

제대로 관리하지 않으면
늘어져 서로 연결되어 “모공 주름”* 이 됩니다.

초기 모공➡️확장 모공➡️노화 모공➡️주름*

해당되는 모공 단계를 댓글로 작성해 주세요.
모공 고민 해결템을 추첨하여 선물로 드립니다.

✔️경품: 레티놀 레티젝션 세럼(30ml / 3명 추첨)
✔️기간: 12.31(수)~1.6(화)
✔️발표: 1.12(월) *개별 DM 안내

※ 해당 콘텐츠 일부는 생성형 AI로 제작되었습니다.

#아이오페 #레티젝션 #모공주름이되기전에*

*모공이 늘어지며 주름과 연결되어 주름 같은 형태가 됨을 의미"
iope,instagram,"한 해의 끝과 새해의 시작,
해가 지날수록 노화 고민은 복합적으로 찾아옵니다.

노화 인자를 정확하게 겨냥해 케어하는
토탈 안티에이징 라인
아이오페 슈퍼바이탈 6세대로

다가오는 2026년
즉각적인 안티에이징 효과를 경험하세요."
iope,instagram,"효과만큼 중요한 사용감, 슈퍼바이탈은 어떨까요?

슈퍼바이탈 크림
✅유효 성분을 깊이 흡수시키고 피부에 밀착 랩핑

슈퍼바이탈 오일 블렌딩 세럼
✅항산화력 99.9%* 오일이 피부에 닿는 순간
세럼과 어우러져 피부 속에 빠른 흡수

슈퍼바이탈 크림 & 오일 블렌딩 세럼의
특별한 사용감을 경험해 보세요.

How it feels on the skin is just as important as how effective it is. So how does Super Vital feel?

Super Vital Cream
✅Wraps the skin while helping active ingredients absorb deeply

Super Vital Oil Blending Serum
✅99.9% antioxidant power* The moment the oil meets the skin, it blends seamlessly with the serum and absorbs quickly

Experience the unique texture and synergy of Super Vital Cream & Oil Blending Serum.

#아이오페 #슈퍼바이탈크림 #슈퍼바이탈오일블렌딩세럼

*2제에 함유된 토코트리엔올 콤플렉스의 활성산소 케어 실험 결과

*Based on antioxidant performance testing of the tocotrienol complex in the second formulation"
iope,instagram,"차가운 공기에 노출되는 계절,
피부 변화는 더 빠르게 드러납니다.

안티에이징 세럼과 항산화 오일의 듀오 시너지로
즉시 작용하는 슈퍼바이탈 오일 블렌딩 세럼의
강력한 안티에이징 효과

찬바람에도 피부에 힘을 채워주는
즉각적인 안티에이징 효과를 느껴보세요.

As cold air sets in, changes in your skin become noticeable faster.

Super Vital Oil Blending Serum combines an anti-aging serum with antioxidant oil to deliver powerful, immediate anti-aging care

Feel the instant anti-aging effect that revitalizes your skin, even in harsh winter winds."
iope,instagram,"재구매율 1위*,
누적 판매 수량 약 350만 개**

이번 크리스마스,
19년 연속 No.1*** 아이오페 슈퍼바이탈 크림으로
즉각적인 안티에이징 효과를 선물하세요.

마음을 전하고 싶은 사람 태그 후
선물하고 싶은 이유를 댓글로 작성해 주세요!

✔️경품: 6세대 슈퍼바이탈 크림(50ml) (5명 추첨)
✔️기간: 12.24(수)~12.30(화)
✔️발표: 1.7(수) *개별 DM 안내

No. 1 in repeat purchase rate*,
cumulative sales of approximately 3.5 million units**

This Christmas,
gift instant anti-aging care with IOPE Super Vital Cream,
the No. 1 anti-aging cream for 19 consecutive years***.

Tag someone you would love to gift this to
and leave a comment sharing why they came to mind!

✔️Prize: 6th Generation Super Vital Cream(50 ml) (5 winners selected by raffle)
✔️Period: 12.24(Wed)~12.30(Tue)
✔️Announcement: 1.7(Wed) *via individual DM

#아이오페 #슈퍼바이탈크림 #즉각효과크림

*2019~2024년, 아이오페 브랜드 크림 카테고리 재구매율 기준
**2006년~2024년, 슈퍼바이탈 크림 판매 수량 기준
***2006년~2025년, 아이오페 브랜드 크림 카테고리 매출 기준

*Based on repeat purchase rates in the IOPE brand cream category from 2019~2024
**Based on IOPE Super Vital Cream sales from 2006~2024
***Based on sales in the IOPE brand cream category from 2006~2025"
iope,instagram,"겨울이 되면 가장 먼저 체감되는 피부 노화,
그럴수록 안티에이징은 더 정교해야 하죠.

재구매율 1위*와 약 350만 개**의 선택이 증명한
압도적 고객 만족도 100%*** 슈퍼바이탈 크림

안티에이징의 본질에 집중한 케어.
겨울에도 흐트러지지 않는 피부 변화를
슈퍼바이탈 크림으로 경험해 보세요.

Skin aging is often the first sign of winter,
requiring anti-aging care to be more precise than ever.

Backed by the No. 1 repeat purchase rate* and approximately 3.5 million products sold**, Super Vital Cream delivers 100% customer satisfaction***.

Focused on the core of anti-aging care,
Super Vital Cream helps your skin stay resilient throughout winter.

#아이오페 #슈퍼바이탈크림 #즉각효과크림

*2019~2024년, 아이오페 브랜드 크림 카테고리 재구매율 기준
**제품 사용 4주 후 설문조사 결과 “다음 날 아침 피부가 매끈해진 느낌이다“, “다음 날 아침까지 피부가 촉촉하다”
***2006~2024년, 슈퍼바이탈 크림 판매 수량 기준

*Based on repeat purchase rates in the IOPE brand cream category from 2019~2024
**Customer satisfaction survey results after 4 weeks of use “My skin feels smoother the next morning”,“My skin stays moisturized until the next morning”
***Based on IOPE Super Vital Cream sales from 2006~2024"
iope,instagram,"다음 날 푸석한 피부가 걱정되는 겨울밤
피부에 영양감을 랩핑한 듯,
쫀쫀하게 차오르는 탄력 광채를 선물하세요.

실키하게 늘어나는 탄력 가득한
슈퍼바이탈 크림만의 특수 제형으로
저녁부터 아침까지, 아침부터 저녁까지
하루 종일 유지되는 촉촉하고 매끈한 피부.

완벽한 연말 모임을 위해
슈퍼바이탈 크림이 즉각적인 안티에이징을 선사합니다.

On winter nights when you worry about dull skin the next day,
gift your skin a well nourished, healthy glow.

With its silky, elastic texture, Super Vital Cream keeps skin moisturized and soft all day, from morning to night.

When you want your skin to look its best for year-end gatherings,
Super Vital Cream delivers instant anti-aging care."
iope,instagram,"실내와 실외 온도차가 큰 겨울철
피부에 항산화력 99.9%* 오일 보호막을 코팅하세요.

✔️항산화력 99.9%*로
노화 인자 발생을 방지하는 항산화 오일
✔️세노뮨™으로 노화 인자를
정확히 타겟팅** 하는 항노화 세럼

단 1회 사용으로도 느껴지는
항산화 & 항노화 듀얼 시너지 안티에이징 파워

겨울일수록 더 선명해지는 피부 노화,
슈퍼바이탈 오일 블렌딩 세럼으로 안티에이징 시작하세요.

As the cold winds get stronger,
your skin needs powerful anti-aging care.

✔️Antioxidant oil with 99.9%* antioxidant power
✔️Anti-aging serum that precisely targets** aging factors with Senomune™

A dual synergy of antioxidant & anti-aging care you can feel from the very first use

Experience a noticeable difference this winter with Super Vital Oil Blending Serum.

#아이오페 #슈퍼바이탈오일블렌딩세럼 #더블시너지안티에이징

*2제에 함유된 토코트리엔올 콤플렉스의 활성산소 케어 실험 결과
**세노뮨™ In-Vitro 실험 결과

*Based on antioxidant care testing with the Tocotrienol Complex in the second formulation
**Based on Senomune™ In-Vitro testing"
iope,instagram,"얼굴 피부보다 얇아 노화의 징후가 쉽게 드러나는 목 피부
넥 & 데콜테 피부만을 위한 차별화된 슈퍼바이탈로
탄력과 주름을 정교하게 케어하세요.

목주름부터 넥라인 피부 탄력까지
안티에이징 효과를 즉각적으로 앞당기다.

NEW 슈퍼바이탈 넥 앤 데콜테 크림

지금 아모레몰에서 가장 먼저 만나보세요.

Neck skin is thinner than facial skin and shows signs of aging more quickly
Address elasticity and wrinkles with a Super Vital formula made specifically for the neck & décolleté.

From deep set lines to loss of firmness, experience faster anti-aging effects.

NEW Super Vital Neck & Décolleté Cream"
iope,instagram,"목 피부는 얼굴보다 얇아
건조와 주름이 빠르게 나타납니다.
특히 요즘 같은 겨울철에는 그 변화가 더욱 선명해지죠.

그동안 일반 크림으로 케어해왔다면,
넥 전용 케어가 필요한 시점입니다.

목 주름부터 넥 피부 탄력까지
아이오페 슈퍼바이탈이 제안하는
넥 & 데콜테 안티에이징의 새로운 기준

내일 공개됩니다.

The skin on your neck is thinner than your face, making it more prone to dryness and wrinkles, especially in winter.

If you’ve been relying on regular creams,
it’s time to use one designed for your neck.

From smoothing neck wrinkles to boosting elasticity, IOPE Super Vital sets a new standard in neck and décolleté anti-aging.

Launching tomorrow."
iope,youtube,"""속부터 광이 차오르면서 딱 탄력 있게 잡아줘서 너무 만족스러워!""
엄정화가 PICK한 즉각 효과 크림
아이오페 6세대 슈퍼바이탈 크림

3개월 만에 두 통 비운 그녀의 찐템!
""바르자마자 피부가 엄청 쫀득해져!
정말 제대로 만난 찐템이야""

엄정화가 추천하는 슈퍼바이탈 크림을
11/24(월) 오전 10시 30분, 네이버 블랙딜 라이브에서 연중 최대 혜택으로 만나보세요.
💛라이브 혜택 확인하기 : https://m.site.naver.com/1VnGf
💛슈퍼바이탈 구매하기 :  https://m.site.naver.com/1U7LN 

*세노뮨™ In-Vitro 실험 결과
**사용 직후 인체적용시험 결과 / [시험기간] 2024.04.15~2024.05.14 / [시험대상] 성인 여성 33명 / [시험기관] (주)글로벌의학연구센터"
iope,youtube,"🏆이유 있는 재구매율 1위*
🏆누적 판매수량 약 350만 개*

노화 인자를 정확하게 타겟팅**하는 최초***의 세노뮨™
즉각적인**** 안티에이징 효과를 경험하세요.

아이오페 6세대 슈퍼바이탈

✨지금, 네이버 공식 스토어에서 특별 혜택으로 만나보세요!
💛 슈퍼바이탈 크림 구매하기: https://bit.ly/4nK7EN1
 
#아이오페 #IOPE #아이오페슈퍼바이탈 #슈퍼바이탈 #슈퍼바이탈6세대 #세노뮨 #즉각효과크림 #연예인동안크림 #안티에이징 #안티에이징크림추천 #속건조 #속보습 #노화인자케어 #저속노화 #고보습크림 #슈퍼바이탈크림 #탄력크림 #영양크림 #영양크림추천 #슈퍼바이탈에멀젼 #슈퍼바이탈소프너 #슈퍼바이탈오일블렌딩세럼 #슈퍼바이탈아이크림 #슈퍼바이탈쿠션 #슈퍼바이탈2종

*2019년~2024년, 아이오페 브랜드 크림 카테고리재구매율 기준 / 2026년~2024년, 슈퍼바이탈 크림 판매 수량 기준
**세노뮨™ in-Vitro 시험 결과 
***AP 최초 
****사용 직후 인체적용시험 결과 / [시험기간] 2024.04.15~2024.05.14 / [시험대상] 성인 여성 33명 / [시험기관] (주)글로벌의학연구센터"
iope,youtube,"장까지 살아서 가야 효과를 내는 유산균처럼,
레티놀도 피부 속까지 무사히
도달할 수 있다면 얼마나 좋을까?

한국, 미국, 캐나다 3개국 약사 정재훈이 전하는
‘레티놀, 피부 속부터 효과 보는 법’
영상을 통해 확인하세요.

※ 본 게시물은 전문가의 안티에이징 성분 정보 공유 차원으로, 제품 광고와는 무관합니다.​

#IOPE #아이오페 #클리니컬그레이드아이오페*
#탄력볼륨 #콜라겐부스터효과

*인체적용시험을 했음을 의미"
iope,youtube,"레티놀 유효성분을 스피큘 내부에 직접 담아
피부 깊숙이* 전달하는 기술, 보신 적 있으신가요?

아이오페는 레티놀 효과의 핵심이 '피부 도달'인 만큼
완전히 새로운 이 기술을 최초**로 구현해냈습니다.

아이오페 레티놀 레티젝션™ 세럼은
300만 개의 레티놀 스피큘이
피부 겉이 아닌 심층*부터
레티놀이 침투하여 손실 없이 전달하는 구조입니다.

콜라겐 특수관리 이상의 탄력 효과,
아이오페의 레티놀 도달 기술력이
궁금하다면 영상을 시청하세요.

#iope #아이오페 #클리니컬그레이드아이오페*
#탄력볼륨 #콜라겐부스터효과

*인체적용시험을 했음을 의미"
iope,youtube,"콜라겐 부스터와 마찬가지로
레티놀 또한 강력한 콜라겐 생성 성분입니다.

레티놀의 효과를 제대로 경험하려면
콜라겐 부스터가 진피까지 직행하듯

레티놀도 성분 손실을 최소화하고 진피층까지
정확히 도달시키는 '전달 기술'이 필수입니다.

신세계안피부과의원 안지수 대표원장이 이야기하는
레티놀 효과를 극대화하는 전달 기술의 중요성을
더 알아보려면 영상 풀버전을 확인하세요.

※ 본 게시물은 전문가의 안티에이징 성분 정보 공유 차원으로, 제품 광고와는 무관합니다.​

#IOPE #아이오페 #클리니컬그레이드아이오페*
#탄력볼륨 #콜라겐부스터효과

*인체적용시험을 했음을 의미"
